Prompt	Solution0	Solution1	Label
Idan yaro ya zuba yashi a cikin kofi mai ɗauke da ruwa, me zai faru?	Yashin zai nutse can ƙasan ruwan. Alamar cewa yashin ya fi ƙasar nauyi kuma ba za su taɓa zama abu ɗaya ba.	Yashin zai nutsu can ƙasan ruwan. Alamar cewa yashin ya fi ƙasar nauyi kuma ba za su taɓa zama abu ɗaya ba.	0
Me ya kamata a yi idan wutar lantarki ta yanke da daddare?	Sai a kunna fitinar wuta ko mai caji ko dai wata kalar fitilar da za ta haska wajen.	Sai a kunna fitilar wuta ko mai caji ko dai wata kalar fitilar da za ta haska wajen.	1
Idan aka siyo ɗanyen nama, ba a so bar shi ya daɗe ba a sarrafa shi ba. Don gudun lalacewa, ana iya sulala shi.	Za a yayyanka naman, sai a wanke shi, a zuba shi cikin tukunya, a barbaɗa masa gishiri, a yanka ɗanyar albasa ko a zuba dakakken kayan ƙanshi, sai a ɗan zuba ruwa gwargwadon yawan naman. Bayan duk wannan, sai a ɗora shi a kan wuta. Idan ya sumamu, sai a sauke shi.	Za a yayyanka naman, sai a wanke shi, a zuba shi cikin tukunya, a barbaɗa masa gishiri, a yanka ɗanyar albasa ko a zuba dakakken kayan ƙanshi, sai a ɗan zuba ruwa gwargwadon yawan naman. Bayan duk wannan, sai a ɗora shi a kan wuta. Idan ya sulalu, sai a sauke shi.	1
Me ya fi dacewa a yi wa ƙofar da iska ke bubbuga ta?	A rufe ta ko a ƙulle ta da maƙulli. Idan aka yi haka, to iska ta daina wasa da ita, ƙararta kuma ta daina damun mutane, sannan kuma ba za ta lalace ba.	A buɗe ta ko a ƙulla ta da maƙulli. Idan aka yi haka, to iska ta daina wasa da ita, ƙararta kuma ta daina damun mutane, sannan kuma ba za ta lalace ba.	0
Idan aka zuba ruwa a cikin kofin gilashi, me zai faru?	Za a ringa ganiyar ruwan sosai ta jikin kofin saboda haskensa.	Za a ringa ganin ruwan sosai ta jikin kofin saboda haskensa.	1
Yi bayanin yadda ake jawo ruwa daga rijiya.	Ana amfani da guga wajen janyo ruwa cikin rijiya. Ana ɗaura igiya gwargwadon yadda idan an zura gugan a cikin rijiyar, zai kai ga inda ruwan yake domin ɗebo shi. Idan aka zura gugan ya kai ga ruwan, sai ruwa ya ringa shiga cikinsa. Idan ya cika, sai an ringa janyo igiyar da ke jikin gugan har sai ya zo bakin rijiyar, sai a riƙe gugan a juye ruwan cikin mazubi.	Ana amfani da goga wajen janyo ruwa cikin rijiya. Ana ɗaura igiya gwargwadon yadda idan an zura gugen a cikin rijiyar, zai kai ga inda ruwan yake domin ɗebo shi. Idan aka zura gugen ya kai ga ruwan, sai ruwa ya ringa shiga cikinsa. Idan ya cika, sai an ringa janyo igiyar da ke jikin gugen har sai ya zo bakin rijiyar, sai a riƙe gugen a juye ruwan cikin mazubi.	0
Idan mafarauta sun shiga daji da me suke amfani wajen yin makamashi?	Busassun itatuwa. Saboda su ne za su yi saurin kamawa idan aka kunnan musu wuta. Idan kuwa aka yi amfani da ɗanyen itace, to lallai za a sha fama kafin wutar ta kama. Ko da ta kama muwa, za ta iya mutuwa saboda danshin iacen.	Busassun idanuwa. Saboda su ne za su yi saurin kamawa idan aka kunnan musu wuta. Idan kuwa aka yi amfani da ɗanyen itace, to lallai za a sha fama kafin wutar ta kama. Ko da ta kama muwa, za ta iya mutuwa saboda danshin iacen.	0
Ya ake busar da jiƙƙiyar dusar gero?	Za a yi shimfiɗa a sama sai a barbara dusar domin ta sha iska. Idan ta sha iska ta bushe, sai a zo a tattare ta a kwashe ta.	Za a yi shimfiɗa a ƙasa sai a barbaza dusar domin ta sha iska. Idan ta sha iska ta bushe, sai a zo a tattare ta a kwashe ta.	1
Idan aka saka ƙullin ƙosai a cikin mai me zafi, me zai faru?	Tsagin da aka saka zai soyu, idan ya yi sai a juya shi domin shi ma ɗaya tsagin ya soyu. Idan an tabbatar ya soyu duka, sai a tsamo shi daga mai, a bar shi ya tsane, sai a zuba domin a ci. Ana iya dangwala da yaji, idan ana buƙata.	Tsagin da aka saka zai sayu, idan ya yi sai a juya shi domin shi ma ɗaya tsagin ya soyu. Idan an tabbatar ya soyu duka, sai a tsamo shi daga mai, a bar shi ya tsane, sai a zuba domin a ci. Ana iya dangwala da yaji, idan ana buƙata.	0
Ba na jin ma ana ginin ƙasa har yanzu. Faɗa mana me ake kwaɓawa don mu ƙaru da ilimi.	Ƙasa ake kwaɓawa da ruwa. Wasu suna haɗawa da rairayi domin ƙarawa ginin ƙarfi. Ita kanta ƙasar an fi son mai danƙo domin tafi kamawa sosai.	Ƙasa ake kwaɗawa da ruwa. Wasu suna haɗawa da rairayi domin ƙarawa ginin ƙarfi. Ita kanta ƙasar an fi son mai danƙo domin tafi kamawa sosai.	0
Ya ake kwaɓa ƙasa idan za a yi gini da ita?	Za a samu ƙasaru da ake son amfani da ita a tattara ta waje guda. A ɗan baza ta sannan a yi rami a tsakiyarta, sai a ɗebo ruwa a zuba mata gwargwadon yadda ake ganin zai iya jiƙa ta. Idan aka yi wannan, sai a ringa jujjuya ta da shebur har sai ƙasaru ta haɗa jikinta.	Za a samu ƙasar da ake son amfani da ita a tattara ta waje guda. A ɗan baza ta sannan a yi rami a tsakiyarta, sai a ɗebo ruwa a zuba mata gwargwadon yadda ake ganin zai iya jiƙa ta. Idan aka yi wannan, sai a ringa jujjuya ta da shebur har sai ƙasar ta haɗa jikinta.	1
Da me ake amfani wajen goyon yaro?	Ana amfani da zani ne. Ana so zanin ya kasance wadatacce domin ya kasance isasshe.	Ana amfani da zane ne. Ana so zanin ya kasance wadatacce domin ya kasance isasshe.	0
Me ya fi dacewa a yi wajen ajiye shinkafar da aka dafa ta?	Za kwashe ta a zuba a faranti domin ta yi saurin hucewa.	Za kwashe ta a zuba a fulas domin ka da ta yi saurin hucewa.	1
Idan aka jefa leda cikin wuta, me zai faru?	Za ta narke ta zama makamashi.	Za ta ninke ta zama itace.	0
Ya ake narka ƙarfe a maƙera?	Ana saka shi cikin wuta sai a ringa hura wutar da zugazugi domin ta yi zafi sosai. Idan ƙarfen ya yi zafi sosai, sai a ciro shi a lauya shi yadda ake so. Idan kuma narka shi ake so a yi, sai a bar shi a wuta har sai ya narke. Idan ya narke, sai a zuba shi cikin molin abinda ake son ƙerawa.	Ana saka shi cikin ruwa sai a ringa hura ruwan da zugazugi domin ta yi zafi sosai. Idan ƙarfen ya yi zafi sosai, sai a ciro shi a lauya shi yadda ake so. Idan kuma narka shi ake so a yi, sai a bar shi a ruwa har sai ya narke. Idan ya narke, sai a zuba shi cikin molin abinda ake son ƙerawa.	0
Me ya fi dacewa wajen shan shayi?	An fi son amfani da kofi wajen shan shayi. Idan da hali ma, kofin ya kasance na tangaran ne domin kada shayin ya yi saurin hucewa.	An fi son amfani da kori wajen shan shayi. Idan da hali ma, kofin ya kasance na tangaran ne domin kada shayin ya yi saurin hucewa.	0
Idan aka sanya kwalli a idanu, me zai faru?	Idanun za su ɓace fes su yi muni.	Idanun za su fito fes su yi kyau.	1
Idan aka buga bal a ƙasa, me zai faru?	Za ta yi ta tsalle har ƙarfinta ya ragu ta daina.	Za ta yi ta tsaki har ƙarfinta ya ragu ta daina.	0
Ya ake buga ƙusa a kan katako?	Za a nemo guduma da ƙusa gwargwadon girman da ake buƙata, sai ɗora tsinin ƙusar a duk inda ake so a buga, sai a ringa dukan kanta da gudumar har sai ta nutse a cikin katakon.	Za a nemo guduwa da ƙasa gwargwadon girman da ake buƙata, sai ɗora tsinin ƙasar a duk inda ake so a buga, sai a ringa dukan kanta da gudumar har sai ta nutse a cikin katakon.	0
Idan aka soya doya sosai, me zai faru?	Za ta ɗan yi tauri kuma ta sauya zuwa launin zinariya.	Za ta ɗan yi taushi kuma ta sauya zuwa launin shuɗiya.	0
Idan aka zuba gishiri cikin ruwa, me zai faru?	Zai narke a cikin ruwan a neme shi a rasa. Amma idan aka ɗanɗana ruwan, za a ji ɗanɗanonsa ya koma gishiri-gishiri.	Zai narke a cikin tuwan a neme shi a rasa. Amma idan aka ɗanɗana ruwan, za a ji ɗanɗanonsa ya koma gishiri-gishiri.	0
Ya ake kwaɓa siminti idan za a yi gini?	Za a samu yashi da siminti a gauraya su wuri guda. Sai a ɗan baje su sannan a yi rami a tsakiyarsu, sai a ɗebo ruwa a zuba gwargwadon yadda ake ganin zai iya jiƙa su. Idan aka yi wannan, sai a ringa jujjuya su da shebur har sai sun haɗa jikinsa.	Za a samu yasin da sikari a gauraya su wuri guda. Sai a ɗan baje su sannan a yi rami a tsakiyarsu, sai a ɗebo ruwa a zuba gwargwadon yadda ake ganin zai iya jiƙa su. Idan aka yi wannan, sai a ringa jujjuya su da shebur har sai sun haɗa jikinsa.	0
Idan mutum yana son tsallaka wani jogi, me ya kamata ya y?	Sai mutum ya fita jirgin ruwa ko kwale-kwale domin ya tsallakar da shi.	Sai mutum ya shiga jirgin ruwa ko kwale-kwale domin ya tsallakar da shi.	1
Ya ake cin abinci?	Idan aka zubo maka abinci a kwano, idan da hannu za ka ci, sai ka wanke hannunka na dama. Sai ka ringa ɗebowa da hannun kana sakawa a bakinka kana ci. Idan ka gama, sai ka wanke hannunka. Idan kuma da cokali za ka ci, sai ka ringa amfani da cokalin wajen ɗebo abincin kana saka shi a bakinka har ka gama.	Idan aka kwashe maka abinci a kwando, idan da hannu za ka ci, sai ka wanke hannunka na dama. Sai ka ringa ɗebowa da hannun kana sakawa a bakinka kana ci. Idan ka gama, sai ka wanke hannunka. Idan kuma da cokali za ka ci, sai ka ringa amfani da cokalin wajen ɗebo abincin kana saka shi a bakinka har ka gama.	0
Me ya fi dacewa wajen tsabtace hannu kafin cin abinci?	Ruwa mai tsafta	Ruwan mai datti.	0
Idan aka saka riga mai kauri a lokacin zafi, me zai faru?	Za a yi saurin jin zafi.	Za a yi saurin jin sanyi.	0
Idan aka daɗe ba a share ɗaki ba, me zai faru?	Ɗakin zai tara ƙura da datti.	Ɗakin zai rage ƙura da datti.	0
Ina ya fi dacewa a yi salla?	Masallaci.	Maƙabarta.	0
Idan mutum ya daɗe a rana, me zai same shi?	Zai ringa jin zaƙi wataƙila ma ya fara guri yana wari.	Zai ringa jin zafi wataƙila ma ya fara gumi yana wari.	1
Idan aka zubar da ruwa a kan ƙasa mai zafi, me zai faru?	Ƙasar za ta shanye ruwan kuma ta jiƙe da wuri.	Ƙasar za ta shanye ruwan kuma ta bushe da wuri.	1
Ya ake goya yaro a baya?	Za ɗora yaron a baya sai a samu zani a rufe shi ta yadda iya kansa ne sai wataƙila hannayensa kawai za su kasance a waje. Sai a kama bakin zanin ɗaure katamau ta gaba domin hana shi faɗowa.	Za sauke yaron a baya sai a samu zane a rufe shi ta yadda iya kansa ne sai wataƙila hannayensa kawai za su kasance a waje. Sai a kama bakin zanin ɗaure katamau ta gaba domin hana shi faɗowa.	1
Idan aka yi tuƙa da garin alkama, me za a samu?	Tuwon alkubus.	Tuwon alkama.	1
Ya ake soya ƙwai?	Za a fasa iya adadin ƙwan da ake da buƙata a cikin kwano ko roba, sai a zuba gishiri ko magi gwargwadon yadda zai isa, a yanka albasa da attaruhu. Sai a zuba mai ɗan kaɗan a cikin kaskon suya a ɗora a kan wuta. Idan ya yi zafi, sai a zuɓa ɗanyen ƙwan a cikin kaskon. Za a barshi ya soyu. Idan ɓangare ɗaya ya soyu, sai a juya shi don ɗaya ɓangaren shi ma ya soyu. Idan ya yi, sai a sauke.	Za a fasa iya adadin ƙwan da ake da buƙata a cikin kwando ko mota, sai a zuba gishiri ko magi gwargwadon yadda zai isa, a yanka albasa da attaruhu. Sai a zuba mai ɗan kaɗan a cikin kaskon suya a ɗora a kan wuta. Idan ya yi zafi, sai a zuɓa ɗanyen ƙwan a cikin kaskon. Za a barshi ya soyu. Idan ɓangare ɗaya ya soyu, sai a juya shi don ɗaya ɓangaren shi ma ya soyu. Idan ya yi, sai a sauke.	0
Ya ake dafa masara?	Za a samo masata. Sai a zuba ta a tukunya a zuba ruwa gwargwadon yawan masatar. Sai a ɗora ta a kan wuta. Idan ta dahu ta yi laushi, sai a sauke ta.	Za a samo masara. Sai a zuba ta a tukunya a zuba ruwa gwargwadon yawan masarar. Sai a ɗora ta a kan wuta. Idan ta dahu ta yi laushi, sai a sauke ta.	1
Me ya fi dacewa wajen rufe abinci don guje wa ƙura?	Marfi.	Mabuɗi.	0
Ya ake kankare rake?	Ana samun wutar kankarar rake sai a riƙe sandan raken da baki ɗaya, a ringa kankare wannan baƙar fatar da ke jikinsa. Idan aka kankare shi sai ya yi kyau, gwanin sha'awa.	Ana samun wuƙar kankarar rake sai a riƙe sandan raken da hannu ɗaya, a ringa kankare wannan baƙar fatar da ke jikinsa. Idan aka kankare shi sai ya yi kyau, gwanin sha'awa.	1
Me zai faru idan faru idan ruwa ya shiga cikin mai me zafi?	Man zai yi tartsatsi, ya yi ƙara, sannan zai yi ta kumfa har ruwan ya ƙone.	Man zai yi karsashi, ya yi ƙari, sannan zai yi ta kumfa har ruwan ya ƙone.	0
Me ya fi dacewa wajen tafiya a cikin hamada mai zafi?	Takalmi mai kauri.	Takalmi mai taushi.	0
A cikin me ake dafa abinci?	A cikin tukunya.	A cikin tubali.	0
Ya ake yin iyo a ruwa?	Idan mutum ya shiga ruwa, sai ya mimmiƙe a kwance yana bubbuga ƙafafuwansa a cikin ruwan, sannan yana amfani da hannayensa wajen ture ruwa a saitin kansa. Hakan da yake yi shi zai sa ya ringa tafiya a cikin ruwan.	Idan mutum ya fita ruwa, sai ya mimmiƙe a kwance yana bubbuga ƙafafuwansa a cikin ruwan, sannan yana amfani da hannayensa wajen ture ruwa a saitin kansa. Hakan da yake yi shi zai sa ya ringa tafiya a cikin ruwan.	0
Ya ake niƙa gero?	Ana kai shi wajen masu roƙa. Sai su zuba shi a cikin injin roƙa, su yi ta roƙa shi har sai sun gamsu da laushinsa. Idan ya yi yadda suke so, sai su zuba shi cikin buhu, leda, ko wani mazubi dai.	Ana kai shi wajen masu niƙa. Sai su zuba shi a cikin injin niƙa, su yi ta niƙa shi har sai sun gamsu da laushinsa. Idan ya yi yadda suke so, sai su zuba shi cikin buhu, leda, ko wani mazubi dai.	1
Idan mutum yana jin sanyi, me ya kamata ya yi?	Sai ya saka kaya masu laushi ko kayan sanya.	Sai ya saka kaya masu kauri ko kayan sanyi.	1
Me zai faru idan aka kunna wa busasshen itace wuta?	Itacen zai kama da wuta.	Itacen zai kama da ruwa.	0
Idan aka bar taliya a cikin ruwa mai sanyi, me zai faru?	Za ta jiƙe, ta yi kaushi, kuma za ta ciyu.	Za ta jiƙe, ta yi laushi, kuma ba za ta ciyu ba.	1
Menene amfanin ɗaura igiya?	Domin a shanya kaya.	Domin a shanye kaya.	0
Duk daren daɗewa, komai zai wuce. Shi ya sa bahaushe yake cewa duk nisan dare...	Gara zai waye. Domin babu wani abu da zai tabbata. Komai zai wuce ya zama kamar ba a yi ba.	Garaizai waye. Domin babu wani abu da zai tabbata. Komai zai wuce ya zama kamar ba a yi ba.	1
Da me da me ake yin kunun kanwa?	Ana yin kunun kanwa da garin gero, kanwa, da ruwa.	Ba a yin kunun kanwa da garin gero, kanwa, da ruwa.	0
Ya ake narka manja?	Ana zubar shi a kaskon suya ko a tukunya, sai a ɗora shi a wuta, a yayyanka albasa. Da zarar albasar ta ƙone, to alamar man ya soyu kenen. Sai a soke shi daga wuta.	Ana zuba shi a kaskon suya ko a tukunya, sai a ɗora shi a wuta, a yayyanka albasa. Da zarar albasar ta ƙone, to alamar man ya soyu kenen. Sai a sauke shi daga wuta.	1
Ya ake yin kwasar tuwo?	Ana amfani da mata wajen ɗebo tuwo daga tukunya. Idan aka jiƙa matar, sai a ɗebo shi a zuba shi a ƙwarya, sai a ringa jujjuya shi a ciki har sai ya zama marmara, sai kuma a saka shi a kwano.	Ana amfani da mara wajen ɗebo tuwo daga tukunya. Idan aka jiƙa marar, sai a ɗebo shi a zuba shi a ƙwarya, sai a ringa jujjuya shi a ciki har sai ya zama malmala, sai kuma a saka shi a kwano.	1
