Prompt	Solution0	Solution1	Label
bí a bá fé̩ fo̩ e̩ja àrò̩	a máa lo omi tó ló̩wó̩ó̩ró̩ àti iyò̩ tàbí áló̩ó̩mù láti fi fò̩ ó̩ torí pé o máa n yò̩. tí a ba ti kó̩kó̩ yo̩ ìfun rè̩ ̩dànù, a ó wàá fò̩ ó̩ nínú omi tó ló̩wó̩ó̩ró̩, a ó sì bu iyò̩ si tàbí áló̩ó̩mù títí kò fi níí yò̩ ló̩wó̩ wa mó̩. lé̩yiǹ èyí, a ó sì tun fò̩ fún ìgbà ìke̩yìn nínú omi tuntun tó ló̩wó̩ó̩ró̩  kí a tó wá lòó fún ohun tí a fé̩ fi s̩e	a máa lo omi tó ló̩wó̩ó̩ró̩ àti epo pupa tàbí òróró láti fi fò̩ ó̩ torí pé o máa n yò̩. tí a ba ti kó̩kó̩ yo̩ ìfun rè̩ ̩dànù, a ó wàá fò̩ ó̩ nínú omi tó ló̩wó̩ó̩ró̩, a ó sì bu  epo pupa si tàbí òróró títí kò fi níí yò̩ ló̩wó̩ wa mó̩. lé̩yiǹ èyí, a ó sì tun fò̩ fún ìgbà ìke̩yìn nínú omi tuntun tó ló̩wó̩ó̩ró̩ kí a tó wá lòó fún ohun tí a fé̩ fi s̩e	0
bí a bá fé̩ yan e̩ja panla irú èyí to maá ń rí roboto ti ́wó̩n ń tà ló̩jà	a máa kó̩kó̩ fo̩ e̩ja panla tútù náà ní inú omi tó mó̩. a lè fi iyo̩ ̀díe̩ sí inú omi naa, lé̩yiǹ èyí, a ó wàá fi ìru e̩ja náà si ́e̩nu inú rè̩, eléyìí yóò mú kí e̩ja panla tútù náà rí robotó, a ó wàá fi sanran ìgbálè̩ kékere mú e̩nu àti ìrù e̩ja náà dúró pò̩ dáadáa, eléyìí ko ̀ní jé̩ kí ìrù náa yo̩ kúrò nínú e̩nu náa. lé̩yiǹ èyí, a ó wàá to e̩ja náà si orí ayanran. tí ó bá ti wá jinná, a ó wàá mú e̩ja tó ti yan náà kúrò nínú lórí ayanran.	a máa kó̩kó̩ fo̩ e̩ja panla tútù náà ní inú omi tó mó̩. a lè fi epo pupa ̀díe̩ sí inú omi naa, lé̩yiǹ èyí, a ó wàá fi ìru e̩ja náà si ́e̩nu inú rè̩, eléyìí yóò mú kí e̩ja panla tútù náà rí robotó, a ó wàá fi sanran ìgbálè̩ kékere mú e̩nu àti ìrù e̩ja náà dúró pò̩ dáadáa, eléyìí ko ̀ní jé̩ kí ìrù náa yo̩ kúrò nínú e̩nu náa. lé̩yiǹ èyí, a ó wàá to e̩ja náà si orí ayanran. tí ó bá ti wá jinná, a ó wàá mú e̩ja tó ti yan náà kúrò nínú lórí ayanran.	0
bi irún bá ta koko, ti o ́si ̀le ̀fún ìyarun láti yaà kánkán	a máa kó̩kó̩ bè̩rè̩ pè̩lú wíwó̩n omi díè̩ si, lé̩yìn náà, a ó wàá wó̩n èròjà amú-irun-rò̩ tí a ̀ń pè ní kòǹdís̩ánnà si, lé̩yìn náà, irun náa ̀yóò ti rò̩, a ó wàá fi ìyarun ya irun náà	a máa kó̩kó̩ bè̩rè̩ pè̩lú wíwó̩n òróró díè̩ si, lé̩yìn náà, a ó wàá wó̩n èròjà amú-irun-rò̩ tí a ̀ń pè ní kòǹdís̩ánnà si, lé̩yìn náà, irun náa ̀yóò ti rò̩, a ó wàá fi ìyarun ya irun náà	0
bí a bá fé̩ tú irun ki a lè lo̩o̩ s̩e òmíràn	a máa fi ìlarun ti ́a tún pè ni òòyà tu irun náa, ti ́a bá ti tú irun náa tán, a o wàá fi ìyarun yàá ká tó lo̩ s̩é	a máa fi igi té̩é̩ré̩  tu irun náa, ti ́a bá ti tú irun náa tán, a o wàá fi ìyarun yàá ká tó lo̩ s̩é	0
bí a kò bá fé̩ ki e̩nu máa rùn 	a ó máa fo̩ e̩nu lóòrèkóòrè pè̩lú omi, o̩s̩e̩ ìfo̩nu àti búrò̩ò̩s̩ì fo̩ eyín àti ahó̩n wa, a ó sì fi omi s̩an e̩nu náà nù. s̩ís̩e èyí kò níí jé̩ ki e̩nu máa rùn 	a ó máa fo̩ e̩nu lóòrèkóòrè pè̩lú garri, o̩s̩e̩ ìfo̩nu àti búrò̩ò̩s̩ì fo̩ eyín àti ahó̩n wa, a ó sì fi omi s̩an e̩nu náà nù. s̩ís̩e èyí kò níí jé̩ ki e̩nu máa rùn 	0
bí adé̩mu ba fé̩ da e̩mu lára ò̩pe̩	adé̩mu yóo ̀fi igbà so ara wo̩n mó̩ igi ò̩pe̩ ki wó̩n ma ba à jábó̩ lára igi ò̩pe̩ náà, wó̩n a sì so akèrègbè tí wó̩n a dá e̩mu náà sí mó̩n ara wo̩n pè̩lú, wó̩n a wá má a po̩n igi náà títí wó̩n á fi dé òkè igi ò̩pe̩ tí wó̩n á ti rí e̩mu náà	adé̩mu yóo ̀fi òwú as̩o̩ so ara wo̩n mó̩ igi ò̩pe̩ ki wó̩n ma ba à jábó̩ lára igi ò̩pe̩ náà, wó̩n a sì so akèrègbè tí wó̩n a dá e̩mu náà sí mó̩n ara wo̩n pè̩lú, wó̩n a wá má a po̩n igi náà títí wó̩n á fi dé òkè igi ò̩pe̩ tí wó̩n á ti rí e̩mu náà	0
tí onídìrí  bá fé̩ di irun fún ènìyàn	wó̩n máa kó̩kó̩ fi ìyarun ya irun náà tí yóò kúnná dáadáa kí wó̩n tó wá fi àdá la irun náà sí ìwò̩n tí e̩ni tó ni irun náà fé̩ kí ó wà, lé̩yìn èyí, onídìrí náà yóò bè̩rè̩ sí ní fi o̩wó̩ rè̩ di irun náà	wó̩n máa kó̩kó̩ fi ìyarun ya irun náà tí yóò kúnná dáadáa kí wó̩n tó wá fi òòyà tí a tún ń pè ní ìlarun la irun náà sí ìwò̩n tí e̩ni tó ni irun náà fé̩ kí ó wà, lé̩yìn èyí, onídìrí náà yóò bè̩rè̩ sí ní fi o̩wó̩ rè̩ di irun náà	1
tí aráns̩o̩ bá fé̩ ran as̩o̩ fún èèyàn	wó̩n á kó̩kó̩ ́fi àdá gé as̩o̩ náà sí déédé ìwò̩n e̩ni tí ó nií,  lé̩yìn náà, wó̩n á fi è̩ro̩ ìráns̩o̩ máa rán àwo̩n as̩o̩ gígé náà papò̩ kí ó lè di odidi	wó̩n á kó̩kó̩ ́fi àlùmó̩gàjí gé as̩o̩ náà sí déédé ìwò̩n e̩ni tí ó nií,  lé̩yìn náà, wó̩n á fi è̩ro̩ ìráns̩o̩ máa rán àwo̩n as̩o̩ gígé náà papò̩ kí ó lè di odidi	1
kí aráns̩ó̩ ba fé̩ rán as̩o̩ tí o máà jé̩  ìwo̩n e̩ni tó nií	wó̩n máa kó̩kó̩ fi irin wo̩n e̩ni náà kí wó̩n lè mo̩ ìwo̩n e̩ni náà dáadáa kí  as̩o̩ náà lè baà  gbà wó̩n, kó sì le gúnrégé lárá e̩ni náà dáadáa	wó̩n máa kó̩kó̩ fi okùn-ìwo̩ns̩o wo̩n e̩ni náà kí wó̩n lè mo̩ ìwo̩n e̩ni náà dáadáa kí  as̩o̩ náà lè baà  gbà wó̩n, kó sì le gúnrégé lárá e̩ni náà dáadáa	1
bí a bá fé̩ rán bàtà tó já	a máa nílò òrùka ati òwú ìrán-bàtà láti ràn-an papò̩ dáadáa kó má baà já. láti  lòó, a ó fi òwú ìrán-bàtà náà kó̩ e̩nu òrùka náà, a ó wàá màá ti òrùka náà bo̩ inú bàtà nàá láti so wo̩n papò̩	a máa nílò ìlu ati òwú ìrán-bàtà láti ràn-an papò̩ dáadáa kó má baà já. láti  lòó, a ó fi òwú ìrán-bàtà náà kó̩ e̩nu ìlu náà, a ó wàá màá ti ìlu náà bo̩ inú bàtà nàá láti so wo̩n papò̩	1
bí a bá fé̩ sé̩ ògí 	a máa re̩ àgbàdo sínú omi tó mó̩ fún ìgbà díè̩ ko lè baà rò̩, tó bá ti rò̩, a ó sì lo̩ àgbàdo náà lé̩nu è̩ro̩, lé̩yìn náà, a ó mú as̩o̩ ìsé̩gì wa, a ó da ògí tí a ti lò̩ lé̩nu è̩ro̩ náà sínú as̩o̩ ìsé̩gì náà, a ó fi omi díè̩ si, a ó wàá máa fi o̩wó̩ fún ́ògí náà jáde títí yóò fi jáde tán, tí ó sì jé̩ pé èèrí nìkan ni yóò s̩é̩kù sínú as̩o̩ ìsé̩gì náà, a ó wàá gbé ògí tí a ti fún jáde si ibìkan kí ó le silè̩, a ó si ̀da èèrí náà sí ibìkan tàbí kí á fún ewúré̩ je̩	a máa re̩ àgbàdo sínú omi tó mó̩ fún ìgbà díè̩ ko lè baà rò̩, tó bá ti rò̩, a ó sì lo̩ àgbàdo náà lé̩nu è̩ro̩, lé̩yìn náà, a ó mú abó̩ àwo wa, a ó da ògí tí a ti lò̩ lé̩nu è̩ro̩ náà sínú abó̩ àwo náà, a ó fi omi díè̩ si, a ó wàá máa fi o̩wó̩ fún ́ògí náà jáde títí yóò fi jáde tán, tí ó sì jé̩ pé èèrí nìkan ni yóò s̩é̩kù sínú abó̩ àwo náà, a ó wàá gbé ògí tí a ti fún jáde si ibìkan kí ó le silè̩, a ó si ̀da èèrí náà sí ibìkan tàbí kí á fún ewúré̩ je̩	0
bí a bá fé̩ se o̩bè̩ ìmóòyò	e̩ja tútù ni a máa ń fi se o̩bè̩ ìmóòyò, a máa fo̩ e̩ja tútù náà dáadáa, a ó  sì yo̩ gbogbo ìfun rè kúrò, a ó wàá dàá sínú o̩bè̩ náà ní tútù bé̩è̩, a ó sì sè é nínú o̩bè̩ bé̩è̩	e̩ja gbígbe̩ ni a máa ń fi se o̩bè̩ ìmóòyò, a máa fo̩ e̩ja gbígbe̩ náà dáadáa, a ó  sì yo̩ gbogbo ìfun rè kúrò, a ó wàá dàá sínú o̩bè̩ náà ní gbígbe̩ bé̩è̩, a ó sì sè é nínú o̩bè̩ bé̩è̩	0
tí a bá fé̩ fo̩ abó̩	a máa lo omi tó mó̩, o̩s̩e̩ àti kàn-ìn-kàn-ìn  látí fò̩ ó̩, a ó fi o̩s̩e̩ sínú omi , a ó wàá máà fi kàn-ìn-kàn-ìn gbo abó̩ náà nínú omi o̩s̩e̩ náà, a ó wàá fi omi tó mó̩ tuntun s̩an o̩s̩e̩ náà kúrò lára abó̩ náà	a máa lo omi tó mó̩, o̩s̩e̩ àti igi látí fò̩ ó̩, a ó fi o̩s̩e̩ sínú omi , a ó wàá máà fi igi gbo abó̩ náà nínú omi o̩s̩e̩ náà, a ó wàá fi omi tó mó̩ tuntun s̩an o̩s̩e̩ náà kúrò lára abó̩ náà	0
tí a bá fé̩ lo̩ as̩o tí o rún	a máa lo fi è̩ro̩ ìlo̩s̩o̩ sí inú iná è̩lé̩tíríìkì, a ó sì na as̩o̩ tí a fé̩ lo̩ ̀náà sí ibi tí ó s̩e pe̩re̩se̩, a ó wàá máà fi è̩ro̩ ìlo̩s̩o̩ náà lo̩ as̩o̩ náà mo̩n ori ibi tí ó wà, títí yóò fi dán.  tí a bá ti lò as̩o̩ náà tán, a ó sì yo̩ è̩ro̩ ìlo̩s̩o̩ náà kúrò nínú iná è̩lé̩tíríìkì	a máa lo fi igi sí inú iná è̩lé̩tíríìkì, a ó sì na as̩o̩ tí a fé̩ lo̩ ̀náà sí ibi tí ó s̩e pe̩re̩se̩, a ó wàá máà fi igi náà lo̩ as̩o̩ náà mo̩n ori ibi tí ó wà, títí yóò fi dán.  tí a bá ti lò as̩o̩ náà tán, a ó sì yo̩  igi náà kúrò nínú iná è̩lé̩tíríìkì	0
báwo ni a s̩e ń kó e̩ja jáde nínú odò? 	àwò̩n ni àwó̩n ape̩ja fi ma ń kó e̩ja jáde nínú odò. àwo̩n ape̩ja náà ma ń fi ìje̩ sí inú àwo̩n náà láti fi lè tan àwo̩n e̩ja sí inú àwo̩n tí wó̩n bá ti jùú sí inú odò.	ike ni wó̩n fi ma ń kó e̩ja jáde nínú odò. àwo̩n ape̩ja náà ma ń fi ìje̩ sí inú àwo̩n náà láti fi lè tan àwo̩n e̩ja sí inú àwo̩n tí wó̩n bá ti jùú sí inú odò.	0
baẃo ni a s̩e ń s̩e ìjábè̩?	Ìgbálè̩ ti Yorùbá a tún máa pè ní o̩wò̩ ni a fi ń s̩e Ìjábè̩. Ara igi ò̩pe̩ ni a sì ti gbé ń rí ìgbálè̩ náà. Tí wó̩n bá ti wáá so sánrán ìgbálè̩ náà papò̩, tó bá ti di odidi, wó̩n á wáá mú ò̩be̩ tàbí àdá láti fi gé ìgbálè̩ náà kúrú. Ìjábè̩ jé̩ ohun èlò tó s̩e pàtàkì pàápàá nígbà tí a bá ń se ewédú. 	Ìjábè̩ a máa déédé lalè̩ hù nínú oko, nígbá míràn, àwo̩n àgbè̩ kan a máa déédé gbìn-ín sínú oko won. Tó bá ti wáá hù dé ìwò̩n tí wó̩n fé̩, wó̩n á wáá lo̩o̩ fàá  tu, wó̩n á so ó papò̩, ló ́bá dii ìjábè̩	0
kí ni ìyàtó̩ tó wà láàárín ìgbálè̩ àti ìjábè̩?	ilè̩ gbígbá ni à ń lo ìgbálè̩ fún, nígbà tí ́a sì ń lo ìjábè̩ láti já o̩bè̩ bíi  ewédú, àwo̩n elòmíì a tún máa fi já è̩wà tí wó̩n fi ń  se o̩bè̩ gbè̩gìrì̀. Eléyìí túmo̩ sí pé ìjábè̩ jé̩ ohun èlò ilé-ìdáná tí ìgbálè̩ sì jé̩ ohun èlò tí a fi ń tún ǹkan s̩e, bíi ilè̩ gbígbá tàbí ìdò̩tí gbígbò̩n.	kò sí ìyàtó̩ láàárín ìgbálè̩ àti ìjábè̩, a lè fi ìgbálè̩ já o̩bè̩ bíi ewédú, a sì tún le fi ìjábè̩ gbá ilè̩	0
ìgbálè̩ àti ìjábè̩  jo̩ ara wo̩n, bé̩è̩ni àbí bé̩è̩kó̩?	bé̩è̩ni, ìgbálè̩ àti ìjábè̩  jo̩ ara wo̩n nítori pe ara igi ò̩pe̩ kan náà ni wo̩n ti ń ri méjéèji, kódà, a lè so̩ pé ìgbálè̩ náàni ìjábè̩, ó kàn jé̩ pé ìwúlò wó̩n s̩e ò̩tò̩ò̩tò̩. 	rárá, bé̩è̩ni, ìgbálè̩ àti ìjábè̩ kò jo̩ ara wo̩n nítori pe ara igi ò̩pe̩ kan náà ni wo̩n ti ń ri méjéèji, kódà, a lè so̩ pé ìgbálè̩ náàni ìjábè̩, ó kàn jé̩ pé ìwúlò wó̩n s̩e ò̩tò̩ò̩tò̩. 	0
báwo ni a ṣe ń dín dòdò?	a máa da epo pupa tàbí òróró sínú ìkòko, a óò wàá gbé ìkòko náà sórí ohun ìdáná wa, ó le jé̩  ààrò bi àwo̩n è̩ro̩ ìdáná ìgbàlódé. Nígbà tí epo pupa tàbí òróró náà bá ti gbá dáadáa, a á wà á da ò̩gè̩dè̩ àgbagbà wa táa ti gé sí ìwo̩n tí  a fé̩  sínú epo tàbí òróró gbígbóna náà, a á wàá yín iná náà sílè díè̩ kí dòdò náà le baà jiná dénú láì jóná. Tó bá ti dín tán, a ó fi síbí tàbí ìwàkàrà wàá síta.	a máa da omi sórí ohun ìdáná wa. Nígbà tí omi náà bá ti hó dáadáa, a á wà á da ò̩gè̩dè̩ àgbagbà wa táa ti gé sí ìwo̩n tí a fé̩  sínú rè̩, a á wàá yín iná náà sílè díè̩ kí dòdò náà le baà jiná dénú láì jóná.	0
irúfé ò̩gè̩dè̩ wo ni ó wó̩pò̩ jù fún dòdò díndín? 	gbogbo Irúfé ò̩gè̩dè̩ bíi ò̩gè̩dè̩ ò̩mìnì, páráǹtà abbl., ni ó wó̩pò̩ fún dòdò díndín.	bí ó ti tilè̩ jé̩pé orís̩irís̩i ò̩gè̩dè̩ ló  wà, bíi ò̩gè̩dè̩ ò̩mìnì, páráǹtà abbl., ò̩gè̩dè̩ àgbagbà ni ni ó wó̩pò̩ jù fún dòdò díndín	1
báwo ni o̩mo̩bìnrin s̩e máa ń kí e̩ni tó bá dàgbà jùúlo̩ ní ilè̩ yorùbá? 	tí o̩mo̩bìnrin bá fé̩ kí e̩ni tó bá dàgbà jùúlo̩ ní ilè̩ yorùbá, yóò kúnlè̩ pè̩lú e̩sè̩ rè̩ méjèèjì, tí orókún rè̩ méjèèjì náà yóò sì kan ilè̩, tí yóò sì tún te̩rí rè̩ ba	tí o̩mo̩bìnrin bá fé̩ kí e̩ni tó bá dàgbà jùúlo̩ ní ilè̩ yorùbá, yóò lós̩òó fún e̩ni tó bá fé̩ é̩ kí	0
báwo ni aẃon̩ o̩kùnrin s̩e máa ń kí ènìyàn ní ilè̩ yorùbá?	ìdò̩bálè̩ ni o̩kùnrin fi máa ń kí ènìyàn ní ilè yorùbá. Wo̩n á nà gbalaja sí ilè̩é̩lè̩, àyà wo̩n yóo ̀sì kan ilè̩, wó̩n á sì tún te̩rí wo̩n ba.	ìbo̩wó̩ ni o̩kùnrin fi máa ń kí ènìyàn ní ilè yorùbá. Wo̩n á nà gbalaja sí ilè̩é̩lè̩, àyà wo̩n yóo ̀sì kan ilè̩, wó̩n á sì tún te̩rí wo̩n ba.	0
kí ni a lè fi ṣe ìro̩rí?	a lè fi òwú tabi as̩o̩ s̩e ìro̩rí.  a óò kó òwú náà sínú as̩o̩ fé̩lé̩fé̩lé̩ kan, á wàá so e̩nu rè̩ pà, á sì gbé e sí orí ìbùsún wa láti fi ro̩rí táa bá ti fé̩é̩ sùn	a lè fi òkuta tabi kóró o̩sàn s̩e ìro̩rí.  a óò kó òkuta tabi kóró o̩sàn náà sínú as̩o̩ fé̩lé̩fé̩lé̩ kan, á wàá so e̩nu rè̩ pà, á sì gbé e sí orí ìbùsún wa láti fi ro̩rí táa bá ti fé̩é̩ sùn.	0
kí ni a fi ń s̩e èlùbó̩ láfún?	ìyèfun è̩gé̩ ni a fi ń s̩e èlùbó̩ láfún. è̩gé̩ tútú ni a ó gèé lé̩jè̩wó̩nlé̩jè̩wó̩n, a ó wàá sáa lóóòrùn, tó bá ti gbe̩ dáadáa, a ó gun nínú odó tàbí kí á lò̩ó̩ pè̩lú è̩ro̩ títí yóò fi di ìyèfun.	irúfé̩ òkuta kan ni a fi ń s̩e èlùbó̩ láfún. a ó gé òkuta náà sí wé̩wé̩, a ó gun nínú odó tàbí kí á lò̩ó̩ pè̩lú è̩ro̩ títí yóò fi di ìyèfun.	0
kí ni a fi ń s̩e èlùbó̩ is̩u?	kóró irúgbìn ni a fi ń s̩e èlùbó̩ is̩u. a ó wàá sáa kóró irúgbìn náa lóóòrùn, tó bá ti gbe̩ dáadáa, a ó gun nínú odó tàbí kí á lò̩ó̩ pè̩lú è̩ro̩ títí yóò fi di ìyèfun.	ìyèfun is̩u ni a fi ń s̩e èlùbó̩ is̩u. is̩u tútú ni a ó gèé lé̩jè̩wó̩nlé̩jè̩wó̩n, a ó wàá sáa lóóòrùn, tó bá ti gbe̩ dáadáa, a ó gun nínú odó tàbí kí á lò̩ó̩ pè̩lú è̩ro̩ títí yóò fi di ìyèfun.	1
kí ni a fi ń s̩e àmàlà?	èlùbó̩ is̩u tí a fi ìyèfun is̩u s̩e tàbí èlùbó̩ láfún tí a fi ìyèfun è̩gé̩ s̩e ni a fi ń s̩e  àmàlà. a ó gbé omi kaná, tí omi náá bá ti hó a ó wàá da èlùbó̩ sí inú omi híhó náà, a ó sì máa fi orógùn ro èlùbó̩ àti omi híhó náà papò̩ títí yóò fi di àmàlà 	èso àmàlà gbígbe̩ ni a fi ń s̩e àmàlà. a ó gbé omi kaná, tí omi náá bá ti hó a ó wàá da èso àmàlà gbígbe̩ sí inú omi híhó náà, a ó sì máa fi orógùn ro èso àmàlà gbígbe̩ àti omi híhó náà papò̩ títí yóò fi di àmàlà	0
bá wo ni a s̩e ń fo̩ as̩o̩?	a máa bu omi tó mó̩ sínú báàfù, a ó wàá bu o̩s̩e̩ sínú omi náà, a ó wàá ri as̩o̩ tí a fé̩ é̩ fò̩ náà bo̩ inú omi-o̩s̩e̩ náà, a ó wàá máa fi o̩wó̩ wa gbo as̩o̩ náà dáadáa, tó bá  ti mó̩, a ó wàá s̩àn-àn nínu omi tí kò ní o̩s̩e̩, léyin èyí, a ó na as̩o̩ náà sá kó lè baà gbe̩	tí as̩o̩ ba ti dò̩ti, a ó na as̩o̩ náà sá síta nínú òòrùn kó lè baà gbe̩	0
s̩é è̩ro̩ ìgbàlódé wà fún as̩o̩ fífò̩?	rara, kò sí è̩ro̩ ìgbàlódé wà fún as̩o̩ fífò̩, sùgbó̩n, is̩é̩ ń lo̩ lórí è̩ ló̩wó̩. 	bé̩é̩ni, è̩ro̩ ìgbàlódé wà fún as̩o̩ fífò̩. o̩wó̩ wa nìkan ni a lè fi fo̩ as̩o̩	1
tí a bá fé̩ fi è̩ro̩ ìfo̩s̩o̩ ìgbàlódé fo̩ as̩o̩	a ó tan iná è̩lé̩tíríikì sí è̩ro̩-ìfo̩s̩o̩, a ó kó as̩o̩ táa fé̩é̩ fò̩ sińú è̩ro̩ náà, a ó bu o̩s̩e̩ síi, a ó da omi síi, a ó  si tè̩ bó̩tìnnì "bè̩rè̩", a ó si ̀te̩ iye ìs̩éjú tí a bá fé kí è̩ro̩-ìfo̩s̩o̩  náà lò láti fi fo̩ as̩o̩, tó bá ti tó iye ìs̩éjú tí a fún-un, yóò dúró fúnra re̩, a ó jo omi-ìdò̩tí dànù, a ó da omi tuntun síi, ki è̩ro̩ náà fi s̩an as̩o̩ náà nù, a ó si ̀te̩ iye ìs̩éjú tí a bá fé kí è̩ro̩-ìfo̩s̩o̩ náà lò láti fi s̩an as̩o̩, tó bá ti sàn-án tán, a ó kòó aẁo̩n as̩o̩ náà jád́e kúrò nínú è̩ro̩-ìfo̩s̩o̩ náà, a ó sì lo̩ sáa	a ó tan iná fìtílà sí è̩ro̩-ìfo̩s̩o̩, a ó kó as̩o̩ táa fé̩é̩ fò̩ sińú è̩ro̩ náà, a ó bu o̩s̩e̩ síi, a ó da omi síi, a ó  si tè̩ bó̩tìnnì "bè̩rè̩", a ó si ̀te̩ iye ìs̩éjú tí a bá fé kí è̩ro̩-ìfo̩s̩o̩  náà lò láti fi fo̩ as̩o̩, tó bá ti tó iye ìs̩éjú tí a fún-un, yóò dúró fúnra re̩, a ó jo omi-ìdò̩tí dànù, a ó da omi tuntun síi, ki è̩ro̩ náà fi s̩an as̩o̩ náà nù, a ó si ̀te̩ iye ìs̩éjú tí a bá fé kí è̩ro̩-ìfo̩s̩o̩ náà lò láti fi s̩an as̩o̩, tó bá ti sàn-án tán, a ó kòó aẁo̩n as̩o̩ náà jád́e kúrò nínú è̩ro̩-ìfo̩s̩o̩ náà, a ó sì lo̩ sáa	0
kí ni ìyàtò tó wà nínú bí a ti ń se is̩u jíje̩ àti is̩u tí a fé̩ é̩ fi gúnyán?	a má ń fi iyò̩ sí is̩u jíje̩ nígbà tí a bá ń sè é, sùgbó̩n a kò gbo̩dò̩ fi iyò̩ sí is̩u tí a fé̩é̩ fi gún iyán nígbà tí a bá ń sè é 	kò sí ìyàtò tó wà nínú bí a ti ń se is̩u jíje̩ àti is̩u tí a fé̩ é̩ fi gúnyán	0
bá wo ni a s̩e ń gbálè̩?	ìgbálè̩ ni a fi ń gbá ilè̩. a máa dìímú níbi ìdí nígbà tí a bá fé̩ lòó, a á sì máa fi gbálè̩	igi ni a fi ń gbá ilè̩. a máa dìímú níbi ìdí nígbà tí a bá fé̩ lòó, a á sì máa fi gbálè̩	0
Kí ni a lè fi s̩e ìtànná ayélujára ní ilé? 	a máa lo è̩ro̩ ìtànná ayélujára ní ilé láti le wà ní ìsopò̩ pè̩lú ìtàkùn àgbáyé	a máa lo ìwé ní ilé gé̩gé̩ bíi ìtànná ayélujára láti le wà ní ìsopò̩ pè̩lú ìtàkùn àgbáyé	0
bá wo ni a s̩e ń po ògì?	a máa bu omi si inú ìkòkò, a ó sì gbé ìkòkò náà sórí ohun ìdáná wa. a ó sì fi omi tútu díè̩ po ògì tútu wa nínú abó̩ kan, tí omi tí a gbé kaná bá ti hó dáadáa, a ó wàá dàá lé̩è̩kan náà sínú ògì tútú.  a ó wàá fi s̩íbí pòó papò̩. ògì ti délè̩ nìye̩n.	a máa lo̩ ata rodo, a wàá dàá sínú ògì tútú. a ó sì gbé ìkòkò náà sórí ohun ìdáná wa,  a ó bu omi tútu díè̩ si. lé̩yìn ìs̩é̩jú díè̩, ògì ti délè̩ nìye̩n.	0
bá wo ni a s̩e ń diń àkàrà?	 a máa lo̩ è̩wà tí a ti bó, a máa gbé epo tàbí òróró sórí ohun ìdáná wa, a ó wàá máa dá è̩wà lílò̩ wa sórí iná díè̩díè̩, tó bá ti dín tán, a máa fi ìwàkàrà wàá jáde	a máa lo̩ è̩wà tí a ti bó, a máa gbé omi sórí ohun ìdáná wa, a ó wàá máa dá è̩wà lílò̩ wa sórí iná díè̩díè̩, tó bá ti dín tán, a máa fi ìwàkàrà wàá jáde	0
bá wo ni a s̩e ń s̩e ààrò?	a máa mú ako̩ òkuta mé̩ta tó bá ara wo̩n dó̩gba, a ó tò wó̩n pò̩, a ó sì fi páàànu si ́àárín àwo̩n ako̩ òkuta mé̩ta náà, a ó wàá to igi ìdáná sí àárín àwo̩n ako̩ òkuta mé̩ta náà, a ó s̩á iná sí igi náà, a ó sì gbé ìkòkò tí a bá fe̩ ́fi dáná sí orí òkuta, àwo̩n ako̩ òkuta mé̩ta náà ti di ààrò nìye̩n	a máa mú irin mé̩ta tó bá ara wo̩n dó̩gba, a ó tò wó̩n pò̩, a ó sì fi páàànu si ́àárín àwo̩n irin mé̩ta  náà, a ó wàá to igi ìdáná sí àárín àwo̩n irin mé̩ta  náà, a ó s̩á iná sí igi náà, a ó sì gbé ìkòkò tí a bá fe̩ ́fi dáná sí orí òkuta, àwo̩n irin mé̩ta náà ti di ààrò nìye̩n	0
kí ́ni àwo̩n ǹkan tí a nílò nígbà tí a bá fé̩é̩ wè̩?	tí a bá fé̩é̩ wè̩, a nílò omi tó mó̩, o̩s̩e̩ àti iyanrìn láti fi wè̩ nínú balùwè̩. a ó ́fi o̩s̩e̩ sí ara iyanrìn, a ó si fi máa gbo ara wa, á wàá máa fi omi tó mó̩ s̩an èrúrú o̩s̩e̩ náà kúrò ní ara wa	tí a bá fé̩é̩ wè̩, a nílò omi tó mó̩, o̩s̩e̩ àti kànìnkànìn láti fi wè̩ nínú balùwè̩. a ó ́fi o̩s̩e̩ sí ara kànìnkànìn, a ó si fi máa gbo ara wa, á wàá máa fi omi tó mó̩ s̩an èrúrú o̩s̩e̩ náà kúrò ní ara wa	1
igi sún mo̩n igi là ń so̩ pé ò̩bo̩ ń pidán	onídán ni ò̩bo̩, ìdí niyi ́tí igi fi sún mo̩n igi, kí ò̩bo̩ le má rí idán pa dáadáa	tí igi ò bá sún mo̩n igi, ò̩bo̩ le má rí idán kankan pa	1
amúnibúni e̩ràn ìbiye̩ 	ìbiye̩ kò fó̩ lójú ò̩tún, bé̩è̩ni e̩ràn rè̩ kò fó̩ ní tòsì. ti ́a bá wá pe e̩ràn rè̩ ní olójú kan, wó̩n á ni ìbiye̩ là ń bú	ìbiye̩ fó̩ lójú ò̩tún, e̩ràn rè̩ fó̩ ní tòsì. ti ́a bá wá pe e̩ràn rè̩ ní olójú kan, wó̩n á ni ìbiye̩ là ń bú	1
eégún atiro wo̩lé, èèyàn atiro bó̩ó̩ta	taa ni o ̀mò̩ pe ́eégún  atiro tó wo̩lé, lèèyàn atiro tó bó̩ó̩ta	èèyàn míràn ló bó̩ó̩ta, kìí s̩e eégún tó wo̩lé	0
