Prompt	Solution0	Solution1	label
Ẹkaoogwa ge lẹ ẹdẹdọ nma ipọlẹ eyi gọ ọha.	 A gaa gwa ẹka, a leyi kwọ hi kwu enuwọ, a lẹ inalegwu ta chẹẹ a lẹ ẹka a tu okonu. 	 A gaa cha ẹka, a leyi kwọ hi kwu enuwọ, a lẹ inalegwu ta chẹẹ a lẹ ẹka a tu okonu. 	0
Abọ ee ge ya ufie oogwu ẹbẹ lẹ a	Ọchẹ gaa ya ufie, o ikpali cha bajẹ, o bi ukwuayiga lẹ apunu fa bonu. O kwu ẹwa chẹẹ o lẹ ufie a kla eyeyeye. 	Ọchẹ gaa ya ufie, o epali cha bajẹ, o bi ukwuayiga lẹ apunu fa bonu. O kwu ẹwa chẹẹ o lẹ ufie a kla eyeyeye. 	1
Atitlekwu kọ ọchẹ heyi o  ge tokunu ọlọn	Ẹyi ku ita wẹ kahini, ọchẹ jẹgẹ ne ochi kunu ge lẹ a. 	Ẹyi ku ita wẹ kahini, ọchẹ jẹgẹ ne ochi kunu gaa lẹ a no. 	1
Abọ ee ge ma ọma lẹ a 	E lẹ bu ọma nma ọtu ku ọchi. Ee lẹ bi ga ọlẹ bi epu kwu ma che ọda chẹẹ o gee nwu ẹmẹma. 	E lẹ bu ọma nma ọtu ku ọkpa. Ee lẹ bi ga ọlẹ bi epu kwu ma che ọda chẹẹ o gee nwu ẹmẹma. 	1
Ẹgẹẹnya nee ge kwu ọnaihi a	A gaa kwu ọnaibẹ, a lẹ ihi pẹ tu ẹhi chọla, o kwu je, a kwọ hilata nma achọla. A lẹ ihi ta tu ọji lọ wu jaa gbeko no le pii bọha.	A gaa kwu ọnaihi, a lẹ ihi pẹ tu ẹhi chọla, o kwu je, a kwọ hilata nma achọla. A lẹ ihi ta tu ọji lọ wu jaa gbeko no le pii bọha.	1
A dọka hẹ ugbẹ kẹ ondaajẹ duuma	A nyọ gbọkọ tu ọchẹ nẹ lẹ ko kwu ọba eyi tuwọ. Ọnya gbo lẹ ayi chẹẹ ọdaajẹ kuwọ gbo nyila.	A nyọ gbọkọ tu ọchẹ nẹ lẹ ko kwu ọnya eyi tuwọ. Ọnya gbo lẹ ayi chẹẹ ọdaajẹ kuwọ gbo nyila.	1
Gbọbu ka ọnya duu ko wẹ ichicha	O ge kwu ọyiooma hẹ ẹẹ amaang o lẹ ọyọyi lẹ ẹẹ. Ọnyilọ no wẹ mla uwa ge duwa gwo uba.	 O ge kwu ọyiooma hẹ ẹẹ amaang o lẹ ọyọyi lẹ ẹẹ. Ọnyilọ no wẹ mla uwa ge duwa gbo eko.	0
Ọdang kuwa ya ombli	Ee lẹ abali yila flefle, lẹ ọtunu kla bonu. Ee bi aya nee yila chẹẹ ee le ta ombli, ọnda mla ukpamu.	Ee lẹ abali yila flefle, lẹ ọtunu fla bonu. Ee bi aya nee yila chẹẹ ee le ta ombli, ọnda mla ukpamu.	0
Ọgọoobu tu ahọ wẹ odeyi ifa ka anya	Eko nee gaa bu ọgọ ahọ, ee lẹ abọ mọla le bọ ahọ jaa no kwu ya dẹgẹdẹgẹ. Ee lẹ inyila butu ahọ chẹẹ o lẹ owu bọ ku ọgọ a ko hi gwun. 	Eko nee gaa bu ọgọ ahọ, ee kwọla le bọ ahọ jaa no kwu ya dẹgẹdẹgẹ. Ee lẹ inyila butu ahọ chẹẹ o lẹ owu bọ ku ọgọ a ko hi gwun. 	0
Aya ku ẹbẹoogbo a ge gbọ ichichẹ nee nyi ikpochikapa a,	O ku ta pilopilo a gee chọ nma igbanọ, o le ta epilo, a gee gbo jaa no kwu chẹyi le je. 	O ku ta pilopilo a gee gbọ nma igbanọ, o le ta epilo, a gee gbo jaa no kwu chẹyi le je. 	1
Achẹ ọlẹ alọ kẹ ẹmẹma nee ge je iho ogbẹnu a	Ọma ya na achẹ doodu chiko cheyitikwu kee ya uklọ kuwa ohigbu kọ ọdaduu ọtẹtẹ ooyan.	Ọma ya na achẹ doodu chiko cheyitikwu kee ya uklọ kuwa ohigbu kọ ọdaduu ọtẹtẹ ooya chọọ.	0
Ọdang ka gaa tu ẹchi nma epu	A lẹ epu ọchi  che le kpo che ẹnọ gbọ ọnẹ. A lẹ epu kpo chọla ko le wu. Igbihi ọma, ọchẹ ne kwoche ge leyi kwu ẹhi epu a ko gwa odudu kunu tiye.	A lẹ epu ọchi  che le kpo che ẹnọ gbọ ọnẹ. A lẹ epu kpo chọla ko le wa. Igbihi ọma, ọchẹ ne kwoche ge leyi kwu ẹhi epu a ko gwa odudu kunu tiye.	0
Idọma kẹla kahini o wẹ ookla ẹyi ọnya gboji nee gee le ma aplẹ an	Ọma wẹ kahini o wẹ eko na ọchẹ kpo tu ẹla nẹ ẹla gaa fẹyi a.	Ọma wẹ kahini o wẹ eko na ọchẹ kpo tu ẹla nẹ ẹla gaa lẹyi an.	1
Abọ achẹ gee ya ẹyi lẹ a	Anyilọ ge gba ẹyi mla ukpa, anya kee ya ẹyi mla ẹfiẹyi	Anyilọ ge gba ẹyi mla ukpa, ọnya kee ya ẹyi mla afiẹyi	0
Enyi wẹ eje na achẹ je kwu Idọma	Ọpu ku Idọma ohima ge hi enyi le ko umu amang ogwo. A lẹ igwu fenyi le gba mla ẹdẹ, a lẹ odugba a wula mla enkpọ onmofu chẹẹ a lẹ ẹdẹ a hogodo pia tọ jaa ọchi no kwu hilando. 	Ọpu ku Idọma ohima ge hi enyi le ko umu amang ogwo. A lẹ igwu fenyi le gba mla ẹdẹ, a lẹ odugba a wula mla enkpọ okwọla chẹẹ a lẹ ẹdẹ a hogodo pia tọ jaa ọchi no kwu hilando. 	1
Ọdi wẹ ili ku Idọma a	Ili a tu ina onobi mla ọnọwa. Onobi a kwẹyi ọfu ku ayi Idọma, ọnọwa ke wẹ oyi no pia alọ tọha. 	Ili a tu ina onobi mla ẹnẹhẹ. Onobi a kwẹyi ọfu ku ayi Idọma, ọnọwa ke wẹ oyi no pia alọ tọha. 	0
Ipu uchulu ku Idọma alekwu leyi alẹwa 	Alekwu wẹ ọwọ nee ge gba, o ke wẹ ọfu no ge gbajẹ. Alekwu wẹ ilẹ na achọnyilọ ge lẹn duu.	Alekwu wẹ ọwọ nee ge gba, o ke wẹ ọfu no ge gbajẹ. Alekwu wẹ ilẹ na achọnyilọ ge lẹ duu.	1
Abọ ẹgẹẹnya nee ge je ọchẹ ajidọma a	Ajidọma, ọgbache ọgbache nẹ achẹ eyieye ge le bọka gbeko nẹ oduudu ipọma lẹ ọchẹ a le.	Ajidọma, ọgbache ọgbache nẹ ipọma eyieye ge le bọka gbeko nẹ oduudu ipọma lẹ ọchẹ a le.	1
Okunu le jonjilẹ abọ ko le jonjilẹ duu	Ẹyi ita nya wẹ kahini, ọdaduu no ojira le kachẹ tọha, o wẹ ẹjẹnji ojira gaa kpabọtọ ya tọhan.	Ẹyi ita nya wẹ kahini, ọdaduu no ojira le kachẹ tọha, ẹjẹnji ojira gee kpabọtọ ya tọha.	1
Idọma ge kwita kahini eko nẹ ẹhi ge kwu a ọchẹduu ii po no	Eko nẹ ọji gbọ oowu chẹẹ odunduu achẹ gbo kẹla.	Eko nẹ ọji gbọ oopa chẹẹ odunduu achẹ gbo kẹla.	0
Ọdang kẹẹ achọnya gaa he ọhọ okoho	Ee lẹ ọchi okoho a pẹ, kwọ tayila flifli, lẹ enkpọ okwọla hẹtọ kwọ kla che. O họyẹẹ, ee kwọ a da mla abọ. Enyi nee pii nma okoho nee gi pia tu ọhọ a	Ee lẹ ọchi okoho a pẹ, kwọ tayila flifli, lẹ enkpọ okwọla hẹtọ kwọ kla che. O họyẹẹ, ee kwọ a da mla abọ. Enyi nee pii tu okoho nee gi pia tu ọhọ a	0
Eko na gaa nya ọyipẹnẹchẹ ẹnwu	A lẹ ili fọ agana nma ẹnwu a amang a kee lẹ ayinu chọ umi nma ẹnwunu a.	A lẹ ili fọ agana nma ẹnwu a amang a kee lẹ okunu piọ umi nma ẹnwunu a.	1
Abo Idọma ge gwọlẹ ọmẹ lẹ a	Ee lẹ ọmẹ ma kplikpli ba ẹnọ ko nmo, o le nmo lọhilọhi, ee bi ọ le họdọ gicho. Ee lẹ ẹyiinu gba mla achi kwu che ọdọ a.	Ee lẹ ọjẹ ma kplikpli ba ẹnọ ko nmo, o le nmo lọhilọhi, ee bi ọ le họdọ gicho. Ee lẹ ẹyiinu gba mla achi kwu che ọdọ a.	0
Ọdi wẹ iye ka aplẹ achọnya ẹpa a	Iye kẹ ẹnenchẹ a wẹ Ijuma, ọmpa kunu wẹ Ọyanta.	Iye kẹ ẹnenchẹ a wẹ Ijuma, ọmpa kunu wẹ Onyata.	0
